Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
Quebec,Canada,46.81,-71.21,3/1/2021,1868959,8020,1115454,745485,0.43,59.68,7.55,7215218,6348373,14521299,74546860,2.51
Ontario,Canada,43.65,-79.38,3/18/2022,3290326,87596,2849177,353553,2.66,86.59,78.89,23553474,20727677,44555856,36216154,9.09
Texas,USA,31.97,-99.9,2/23/2023,1527688,61419,1200511,265758,4.02,78.58,36.06,14085773,11655778,26265696,22928368,6.66
Lazio,Italy,41.89,12.5,6/9/2021,632946,3125,415860,213961,0.49,65.7,170.55,17751512,13425554,33733003,67461458,0.94
Veneto,Italy,45.44,12.33,3/16/2021,405669,8755,289162,107752,2.16,71.28,71.12,23624785,23264065,49576827,88486981,0.46
Quebec,Canada,46.81,-71.21,2/10/2023,561668,5106,536839,19723,0.91,95.58,165.17,22324823,13544541,36532123,59412576,0.95
Tamil Nadu,India,13.08,80.27,2/21/2021,3826101,135434,2269815,1420852,3.54,59.32,22.27,8986328,8173488,17379427,12160620,31.46
England,UK,51.51,-0.13,1/31/2022,1415828,70116,961751,383961,4.95,67.93,28.58,20920018,15654252,37019540,77612838,1.82
Delhi,India,28.61,77.21,8/8/2022,1493887,56429,1414365,23093,3.78,94.68,35.77,6676113,5164959,12892983,18770796,7.96
Lombardy,Italy,45.47,9.19,10/8/2021,665204,32666,602406,30132,4.91,90.56,11.63,4365260,2611920,10334008,78239511,0.85
Kerala,India,10.85,76.27,6/4/2023,1354749,65578,761024,528147,4.84,56.17,34.73,19914348,14156008,35531276,29504056,4.59
Guangdong,China,23.38,113.43,12/9/2022,2307844,71101,1308529,928214,3.08,56.7,52.05,22141142,13149532,36840374,7586639,30.42
Shanghai,China,31.23,121.47,10/18/2022,1639075,22491,1364394,252190,1.37,83.24,47.93,24033801,17831138,42582679,30796564,5.32
New York,USA,40.71,-74.01,3/29/2023,978019,33068,565199,379752,3.38,57.79,395.79,28631146,16528515,47318617,20521106,4.77
Hubei,China,30.58,114.27,8/4/2022,2868731,72134,2731718,64879,2.51,95.22,19.5,11042539,7739407,20748572,69316694,4.14
Jalisco,Mexico,20.67,-103.35,6/10/2023,212344,5805,205951,588,2.73,96.99,5,4445321,3208160,12006312,82790744,0.26
Veneto,Italy,45.44,12.33,4/27/2022,1098750,20011,560433,518306,1.82,51.01,22.46,19584980,16735035,37869233,23526299,4.67
São Paulo,Brazil,-23.55,-46.63,1/11/2022,356495,1609,223247,131639,0.45,62.62,51.65,3859167,3621262,8721380,238345,149.57
Texas,USA,31.97,-99.9,1/6/2023,3826541,5205,3735726,85610,0.14,97.63,22.83,21185384,19367134,42581783,79398551,4.82
Kerala,India,10.85,76.27,11/6/2022,91020,474,63023,27523,0.52,69.24,22.9,15656263,15088654,34162222,92362809,0.1
Guangdong,China,23.38,113.43,11/2/2022,1986666,25871,1902734,58061,1.3,95.78,78.88,7502212,3776389,14722765,34231705,5.8
Florida,USA,27.99,-81.76,5/31/2022,1014313,25584,847395,141334,2.52,83.54,60.61,29540459,19638662,53473826,96542402,1.05
Rio de Janeiro,Brazil,-22.91,-43.17,5/1/2022,2791011,98415,2197848,494748,3.53,78.75,93.89,22049611,13298099,36285770,79633270,3.5
Texas,USA,31.97,-99.9,6/13/2021,3213662,142840,3061164,9658,4.44,95.25,41.94,22762929,18825596,46099721,23870590,13.46
Moscow,Russia,55.75,37.62,9/20/2023,2825575,5775,2162738,657062,0.2,76.54,128.67,16589806,15809159,34046403,39139923,7.22
Nuevo León,Mexico,25.67,-100.31,8/10/2021,172633,3881,132264,36488,2.25,76.62,50.08,10186897,8569725,22576032,67895867,0.25
São Paulo,Brazil,-23.55,-46.63,7/27/2023,4358742,205871,4006314,146557,4.72,91.91,62.33,10050497,7502709,17822674,87394224,4.99
Lombardy,Italy,45.47,9.19,6/28/2021,195772,2898,106789,86085,1.48,54.55,70.92,13660437,8388924,26066796,22249800,0.88
Saint Petersburg,Russia,59.93,30.33,3/17/2022,927289,4372,761593,161324,0.47,82.13,0.04,27168,16598,967337,28303143,3.28
Veneto,Italy,45.44,12.33,11/23/2021,4536136,63542,3325472,1147122,1.4,73.31,22.6,21142086,13701690,39289465,13101941,34.62
Texas,USA,31.97,-99.9,3/11/2023,1187287,5909,837502,343876,0.5,70.54,36.12,5628086,5045927,14669126,53942315,2.2
Lombardy,Italy,45.47,9.19,6/24/2021,1412196,2915,1121660,287621,0.21,79.43,45.59,15511735,11764089,29713883,69969847,2.02
New York,USA,40.71,-74.01,7/5/2021,3869525,41300,2511310,1316915,1.07,64.9,38.89,14694829,7623609,24888613,54894836,7.05
Rio de Janeiro,Brazil,-22.91,-43.17,1/18/2021,3373954,33550,2507630,832774,0.99,74.32,16.73,9268987,4750468,15696274,97492370,3.46
Moscow,Russia,55.75,37.62,4/17/2022,2446891,79859,2095812,271220,3.26,85.65,34.17,19698992,17203516,41581717,66903393,3.66
Nuevo León,Mexico,25.67,-100.31,8/14/2023,3611825,137471,3147103,327251,3.81,87.13,145.67,16799369,11972000,29956922,3146337,114.79
Lazio,Italy,41.89,12.5,6/7/2023,4707623,115596,3153226,1438801,2.46,66.98,19.68,14925335,14746925,30429830,75691991,6.22
Moscow,Russia,55.75,37.62,7/9/2022,637474,24993,449494,162987,3.92,70.51,12.02,11752180,8104218,22606074,80734808,0.79
Guangdong,China,23.38,113.43,4/3/2022,553971,19090,484909,49972,3.45,87.53,25.16,20788985,13266802,37830903,99004034,0.56
Nuevo León,Mexico,25.67,-100.31,4/17/2022,3546516,119362,3231949,195205,3.37,91.13,32.7,19999410,19900069,41450401,98034676,3.62
Ontario,Canada,43.65,-79.38,1/6/2021,2682865,122047,1925891,634927,4.55,71.78,63.41,25572666,20360715,49133730,29169467,9.2
Maharashtra,India,19.75,75.71,7/5/2021,4568984,94578,3977760,496646,2.07,87.06,0.11,62121,32188,2777359,90544497,5.05
Shanghai,China,31.23,121.47,5/30/2022,3993722,38524,3194743,760455,0.96,79.99,13.01,9839345,6750881,18335190,25123124,15.9
Tamil Nadu,India,13.08,80.27,2/24/2023,1828482,5639,1081940,740903,0.31,59.17,4.95,853073,689521,4242272,44343555,4.12
England,UK,51.51,-0.13,5/11/2022,62428,1799,46798,13831,2.88,74.96,11.76,10540305,7838911,20886316,22216543,0.28
Madrid,Spain,40.42,-3.7,8/8/2022,4855182,152479,3132161,1570542,3.14,64.51,7.67,1830978,1494047,6597803,84656093,5.74
Mexico City,Mexico,19.43,-99.13,7/31/2023,1055314,14624,640608,400082,1.39,60.7,30.43,11312383,8378938,24341068,54456736,1.94
Beijing,China,39.9,116.4,7/18/2023,4743827,209655,2875903,1658269,4.42,60.62,0.25,137493,124228,1054736,97640575,4.86
Moscow,Russia,55.75,37.62,12/17/2022,1471659,5084,790478,676097,0.35,53.71,62.87,19331589,16964429,37176311,58773891,2.5
Rio de Janeiro,Brazil,-22.91,-43.17,2/20/2021,4837009,155651,4200771,480587,3.22,86.85,1.04,1025711,1015265,4886367,60590125,7.98
Kerala,India,10.85,76.27,12/6/2021,2560402,45923,1592941,921538,1.79,62.21,34.09,29744016,24525209,55615699,4607824,55.57
Ontario,Canada,43.65,-79.38,7/8/2023,2867297,94696,2491604,280997,3.3,86.9,113.3,15909356,12892595,33731515,76063063,3.77
Kerala,India,10.85,76.27,11/6/2021,3273388,22679,2594002,656707,0.69,79.25,3.18,827648,814448,3582351,27035903,12.11
São Paulo,Brazil,-23.55,-46.63,1/15/2023,4259658,76989,2723138,1459531,1.81,63.93,9.35,5710526,4164391,12597040,72250631,5.9
Jalisco,Mexico,20.67,-103.35,8/27/2022,2177516,47437,1800081,329998,2.18,82.67,47.06,20788740,19882811,43733036,26876185,8.1
British Columbia,Canada,49.28,-123.12,10/11/2021,3124586,69117,2320840,734629,2.21,74.28,24.38,15931151,14533761,31266135,5937537,52.62
California,USA,36.77,-119.42,6/5/2023,2224978,46809,1916078,262091,2.1,86.12,4.22,3688526,3459995,10673688,73781793,3.02
Beijing,China,39.9,116.4,3/18/2022,4136004,178746,3405593,551665,4.32,82.34,8.91,8134794,6480781,16230572,9413458,43.94
Catalonia,Spain,41.39,2.17,11/20/2021,2797171,2794,1659670,1134707,0.1,59.33,52.91,21754691,17978715,44593362,3947028,70.87
Uttar Pradesh,India,26.85,80.91,7/17/2023,3091745,9683,2279739,802323,0.31,73.74,25.09,16828406,14037792,33939538,56194110,5.5
Rio de Janeiro,Brazil,-22.91,-43.17,6/24/2021,3490672,93338,2217776,1179558,2.67,63.53,452.52,24683225,18949722,45577442,59594958,5.86
Saint Petersburg,Russia,59.93,30.33,6/6/2021,4395278,77402,3366938,950938,1.76,76.6,9.37,8725978,8482420,18847720,445658,986.24
Scotland,UK,55.95,-3.19,2/8/2021,1926979,90403,1751899,84677,4.69,90.91,2.5,2153540,1150662,6104570,30649277,6.29
Nuevo León,Mexico,25.67,-100.31,7/21/2023,1162502,6893,792500,363109,0.59,68.17,18.94,18607245,10377594,33416983,99953495,1.16
Saint Petersburg,Russia,59.93,30.33,5/27/2023,4149211,98898,3861365,188948,2.38,93.06,16.42,11158850,7083218,22717604,8296937,50.01
Moscow,Russia,55.75,37.62,8/19/2022,2123742,65656,1768400,289686,3.09,83.27,5.9,4077318,3671585,11634449,19012729,11.17
Lombardy,Italy,45.47,9.19,2/23/2023,3545082,83675,2964479,496928,2.36,83.62,36.86,29680470,16548637,48708472,58187042,6.09
Delhi,India,28.61,77.21,9/2/2023,210360,9322,116950,84088,4.43,55.6,112.69,21114721,20789732,45535420,13131547,1.6
Tamil Nadu,India,13.08,80.27,1/25/2022,2243767,28859,1440770,774138,1.29,64.21,6.84,6448966,3662205,12698329,81660850,2.75
Florida,USA,27.99,-81.76,12/12/2022,3267968,58904,2634443,574621,1.8,80.61,3.59,2759187,1722442,6232382,38369843,8.52
Hubei,China,30.58,114.27,2/15/2022,4955238,130464,4112110,712664,2.63,82.99,48.49,21992711,14085411,38330112,62617161,7.91
Moscow,Russia,55.75,37.62,2/23/2023,2621871,112114,1938390,571367,4.28,73.93,69.13,21444598,18995427,44959876,78732404,3.33
Uttar Pradesh,India,26.85,80.91,8/1/2021,3565275,86858,3039948,438469,2.44,85.27,8.09,7277452,5522219,16106041,93824724,3.8
Hubei,China,30.58,114.27,3/20/2023,3663309,168079,2342640,1152590,4.59,63.95,380.1,23513902,14141908,40419084,91670835,4
Wales,UK,51.48,-3.18,5/28/2021,4400655,54068,2542081,1804506,1.23,57.77,38.37,10409145,6410806,20238878,87847270,5.01
Saint Petersburg,Russia,59.93,30.33,11/19/2022,2389023,105118,1871691,412214,4.4,78.35,7.97,6953020,5697185,13998604,3567941,66.96
Saint Petersburg,Russia,59.93,30.33,10/28/2021,4329395,25391,2768969,1535035,0.59,63.96,27.8,18200567,11694350,31811172,31239627,13.86
Scotland,UK,55.95,-3.19,5/30/2021,4954449,123611,4593356,237482,2.49,92.71,5.95,5334990,5012147,14428110,42505301,11.66
Mexico City,Mexico,19.43,-99.13,4/30/2022,2800112,139998,2088400,571714,5,74.58,72.66,5510203,3920769,10308435,79421819,3.53
Veneto,Italy,45.44,12.33,7/17/2023,4831645,89497,2852531,1889617,1.85,59.04,60.56,24747662,14747118,42554875,97931341,4.93
Hubei,China,30.58,114.27,11/24/2022,2010980,75544,1929645,5791,3.76,95.96,59.52,28625994,22997091,51976116,58904295,3.41
Moscow,Russia,55.75,37.62,5/20/2022,766418,2769,473068,290581,0.36,61.72,21.22,18088309,13832080,34929230,87473344,0.88
Beijing,China,39.9,116.4,3/28/2022,1419908,21446,1250652,147810,1.51,88.08,5.02,4240429,4125402,10750308,87516348,1.62
Wales,UK,51.48,-3.18,8/23/2022,1705943,42464,997797,665682,2.49,58.49,86.43,6195036,4408499,11845084,79965388,2.13
Veneto,Italy,45.44,12.33,12/15/2021,1915728,12593,964048,939087,0.66,50.32,27.8,13832293,10696138,27667611,49436388,3.88
Jalisco,Mexico,20.67,-103.35,5/14/2023,1141364,5891,815227,320246,0.52,71.43,40.5,17069325,11596670,31427683,72530507,1.57
Wales,UK,51.48,-3.18,4/24/2022,101973,3166,82273,16534,3.1,80.68,24.86,10038376,9918625,20368193,10863524,0.94
Catalonia,Spain,41.39,2.17,4/30/2021,4176833,96526,2374149,1706158,2.31,56.84,194.02,23760380,16949125,44800513,81689851,5.11
Lombardy,Italy,45.47,9.19,3/8/2021,3449287,66250,2045084,1337953,1.92,59.29,40.66,27629115,20108517,52285818,16174074,21.33
Kerala,India,10.85,76.27,8/3/2022,682801,33509,600611,48681,4.91,87.96,21.66,19542518,14951080,34747906,90212274,0.76
Kerala,India,10.85,76.27,4/25/2021,3572134,151371,2812340,608423,4.24,78.73,41.2,2204313,1739270,7013915,93193264,3.83
Uttar Pradesh,India,26.85,80.91,12/13/2022,2960502,91617,2097976,770909,3.09,70.87,0.02,15164,11396,331472,18795784,15.75
Kerala,India,10.85,76.27,12/20/2021,940072,21939,685115,233018,2.33,72.88,224.63,20993497,12862681,37973612,57116094,1.65
Quebec,Canada,46.81,-71.21,7/5/2022,1981501,94750,1160120,726631,4.78,58.55,32.35,28221391,15189467,48083083,88966444,2.23
Hubei,China,30.58,114.27,10/17/2022,3321068,3896,2128702,1188470,0.12,64.1,77.91,24485936,18842390,45039715,50487143,6.58
Jalisco,Mexico,20.67,-103.35,3/16/2023,2201106,56673,1544637,599796,2.57,70.18,23.27,12112861,8576158,24062883,52255657,4.21
Saint Petersburg,Russia,59.93,30.33,7/16/2023,3506846,10854,2731675,764317,0.31,77.9,7.95,5519019,4833834,10712279,71838438,4.88
Texas,USA,31.97,-99.9,12/31/2021,1716442,47048,1668589,805,2.74,97.21,27.18,26414714,14556335,43272193,9197202,18.66
Nuevo León,Mexico,25.67,-100.31,12/9/2021,4645668,219996,2764060,1661612,4.74,59.5,18.02,14218832,9837549,28583640,1766198,263.03
Moscow,Russia,55.75,37.62,1/27/2022,3858675,48654,2626374,1183647,1.26,68.06,25.98,14784508,10547470,26928628,92446155,4.17
England,UK,51.51,-0.13,12/18/2021,316406,11636,168577,136193,3.68,53.28,97.73,19584677,10313265,33496062,60480504,0.52
Quebec,Canada,46.81,-71.21,10/21/2022,2565147,110521,1505615,949011,4.31,58.7,87.99,17893471,17487703,36033273,38846363,6.6
Jalisco,Mexico,20.67,-103.35,6/29/2022,4621241,144903,3601770,874568,3.14,77.94,41.81,21046575,12553928,38226941,12542503,36.84
Nuevo León,Mexico,25.67,-100.31,12/5/2022,4298491,25677,4040492,232322,0.6,94,30.71,25691085,14090102,42918982,93956139,4.57
Amazonas,Brazil,-3.07,-60.02,5/10/2021,2895184,108223,1525022,1261939,3.74,52.67,27.27,24133526,19891441,46464484,82928700,3.49
Beijing,China,39.9,116.4,1/8/2023,3043948,125983,2085252,832713,4.14,68.5,2.96,1068825,1002829,6522514,22247062,13.68
Moscow,Russia,55.75,37.62,1/24/2021,3050011,30225,2723088,296698,0.99,89.28,192.46,21596380,19041476,42455660,10345198,29.48
Ontario,Canada,43.65,-79.38,3/7/2022,1270136,58752,669579,541805,4.63,52.72,20.75,13813189,10083366,23913582,37651003,3.37
Hubei,China,30.58,114.27,8/8/2022,2271956,98941,1387725,785290,4.35,61.08,93.86,7848801,5726643,17623507,74829207,3.04
California,USA,36.77,-119.42,12/6/2021,274619,10470,256017,8132,3.81,93.23,50.26,10461855,10397835,22595572,40162052,0.68
Moscow,Russia,55.75,37.62,12/22/2022,144948,5507,90934,48507,3.8,62.74,43.06,21282486,17573550,42919817,41066694,0.35
Mexico City,Mexico,19.43,-99.13,10/14/2022,2207484,65818,1556050,585616,2.98,70.49,16.45,11552227,10312920,23198171,61320407,3.6
São Paulo,Brazil,-23.55,-46.63,11/27/2022,1896675,25156,1454416,417103,1.33,76.68,24.81,19925963,12787335,32877224,69146954,2.74
Kerala,India,10.85,76.27,5/17/2022,3066454,100638,2160081,805735,3.28,70.44,36.47,19143906,15204309,36642004,44793395,6.85
California,USA,36.77,-119.42,8/1/2023,4064122,199595,2314578,1549949,4.91,56.95,24.33,9702457,9425504,19926091,45980670,8.84
California,USA,36.77,-119.42,5/31/2021,3781099,12800,2577184,1191115,0.34,68.16,21.7,17551898,14283240,32796528,67300831,5.62
England,UK,51.51,-0.13,3/2/2021,2062128,28036,1874093,159999,1.36,90.88,19.09,17311002,17273363,38472223,99377139,2.08
Veneto,Italy,45.44,12.33,6/20/2022,3650652,125228,2511764,1013660,3.43,68.8,90.25,27038542,19208352,47488655,23705139,15.4
Texas,USA,31.97,-99.9,9/1/2023,3699809,75090,2039470,1585249,2.03,55.12,40.43,11533087,9970691,22470196,87983564,4.21
Lombardy,Italy,45.47,9.19,3/6/2021,1442023,60351,1146768,234904,4.19,79.52,28.74,27223337,21999621,49309867,46450951,3.1
Quebec,Canada,46.81,-71.21,6/16/2021,2398532,113411,1511901,773220,4.73,63.03,15.74,10332296,8330995,20012819,62442917,3.84
Florida,USA,27.99,-81.76,7/16/2022,2879877,19036,2206135,654706,0.66,76.61,68.79,14696395,11682215,28306850,54315273,5.3
Mexico City,Mexico,19.43,-99.13,8/3/2022,1432371,42211,732677,657483,2.95,51.15,59.1,25618790,13583659,39498222,99872295,1.43
California,USA,36.77,-119.42,12/11/2021,1108022,23704,902774,181544,2.14,81.48,26.51,19344145,16211645,37879052,64709182,1.71
Mexico City,Mexico,19.43,-99.13,6/6/2021,4963481,202742,3784749,975990,4.08,76.25,13.68,12373443,8080175,21133077,87454611,5.68
Tamil Nadu,India,13.08,80.27,11/21/2022,1489465,39697,1196280,253488,2.67,80.32,10.44,6797131,5827586,15167765,81406421,1.83
Quebec,Canada,46.81,-71.21,1/9/2022,1027514,38941,768318,220255,3.79,74.77,37.98,13904909,9569972,25953626,76484642,1.34
Veneto,Italy,45.44,12.33,5/13/2022,4782342,146619,2611785,2023938,3.07,54.61,36.35,2523001,2464526,5593840,34638981,13.81
Guangdong,China,23.38,113.43,4/4/2022,2140904,46447,1584315,510142,2.17,74,24.54,12658781,11212102,24176451,90876486,2.36
Guangdong,China,23.38,113.43,3/15/2022,2896657,132323,2135630,628704,4.57,73.73,16.65,12343099,6954753,23041027,57128346,5.07
Uttar Pradesh,India,26.85,80.91,1/1/2021,1787272,72130,977128,738014,4.04,54.67,120.17,20772716,12981030,38698897,89487248,2
Saint Petersburg,Russia,59.93,30.33,9/2/2021,748269,33800,452987,261482,4.52,60.54,42.83,28800095,19902535,50167429,34310170,2.18
Florida,USA,27.99,-81.76,1/18/2023,1455599,52946,900247,502406,3.64,61.85,10.97,10746283,10483033,25825832,76940103,1.89
Veneto,Italy,45.44,12.33,8/24/2021,4899625,219239,2779864,1900522,4.47,56.74,23.6,13566500,7653333,21230547,24382763,20.09
Uttar Pradesh,India,26.85,80.91,4/18/2022,4055523,71007,3009019,975497,1.75,74.2,35.6,21070699,14631706,39815141,14817319,27.37
Saint Petersburg,Russia,59.93,30.33,9/12/2022,1428855,51505,829976,547374,3.6,58.09,18.67,17043001,12954685,31251687,97070637,1.47
Wales,UK,51.48,-3.18,5/20/2022,4269878,4058,2292553,1973267,0.1,53.69,31.77,19826572,10412374,32276002,16239255,26.29
Saint Petersburg,Russia,59.93,30.33,5/18/2021,4242243,164815,2944998,1132430,3.89,69.42,35.02,10832008,6761830,22082071,51379526,8.26
Hubei,China,30.58,114.27,8/22/2023,4979426,36146,3829230,1114050,0.73,76.9,30.11,12765339,9486210,26123048,42400781,11.74
Saint Petersburg,Russia,59.93,30.33,6/19/2021,1065121,9067,728297,327757,0.85,68.38,106.57,28630067,20966843,51961461,24738047,4.31
Amazonas,Brazil,-3.07,-60.02,2/23/2021,2394618,112210,1614726,667682,4.69,67.43,29.1,28725147,24569938,56318816,47354728,5.06
Lombardy,Italy,45.47,9.19,11/10/2021,2188372,90022,1571248,527102,4.11,71.8,21.42,18783217,15742474,35404577,41442783,5.28
Mexico City,Mexico,19.43,-99.13,7/6/2021,2249708,26412,1936453,286843,1.17,86.08,60.87,23119950,16415260,40489109,17092339,13.16
Wales,UK,51.48,-3.18,6/6/2023,857199,18984,696604,141611,2.21,81.27,35.63,13033709,8755224,24096724,19823139,4.32
Beijing,China,39.9,116.4,1/5/2023,1369390,17774,994359,357257,1.3,72.61,1.85,1048239,530162,5880280,61085989,2.24
Hubei,China,30.58,114.27,4/7/2021,912442,22494,773897,116051,2.47,84.82,37.87,11201612,9420411,23714227,47874452,1.91
Delhi,India,28.61,77.21,6/15/2022,1234364,30228,1118647,85489,2.45,90.63,20.07,16168067,10455680,28487081,56911253,2.17
Amazonas,Brazil,-3.07,-60.02,10/20/2022,285676,2618,260877,22181,0.92,91.32,99.74,19848240,19611032,42526342,97280289,0.29
California,USA,36.77,-119.42,7/27/2022,3481327,72812,2088293,1320222,2.09,59.99,41.35,16429779,11393240,30626323,11273948,30.88
Amazonas,Brazil,-3.07,-60.02,2/1/2022,1412256,53603,1144028,214625,3.8,81.01,10.05,8165641,5716960,16861325,25507322,5.54
Maharashtra,India,19.75,75.71,1/25/2021,1989075,1114,1311137,676824,0.06,65.92,0.45,73423,62169,3879418,32231274,6.17
Catalonia,Spain,41.39,2.17,12/2/2021,2914161,78961,2438145,397055,2.71,83.67,21.75,10563772,5338907,20039809,66457258,4.39
Nuevo León,Mexico,25.67,-100.31,2/6/2022,4983724,128830,2878530,1976364,2.59,57.76,21.07,14495462,14332295,32388097,53228523,9.36
Madrid,Spain,40.42,-3.7,8/8/2023,2433304,118010,1677542,637752,4.85,68.94,59.23,23063581,21358857,47353528,60951666,3.99
California,USA,36.77,-119.42,1/26/2021,4318844,57882,2166939,2094023,1.34,50.17,2.34,795724,442150,1845099,93879178,4.6
Nuevo León,Mexico,25.67,-100.31,9/9/2021,2908432,58461,2551476,298495,2.01,87.73,75.5,9593584,7390216,20703088,31545008,9.22
Catalonia,Spain,41.39,2.17,4/10/2023,1855827,33593,1300603,521631,1.81,70.08,0.34,276680,230293,1797963,63105503,2.94
New York,USA,40.71,-74.01,9/30/2021,3742961,91020,2347112,1304829,2.43,62.71,37.19,13158714,10142959,28281544,91814071,4.08
Quebec,Canada,46.81,-71.21,1/2/2023,4431932,123356,2917342,1391234,2.78,65.83,29.33,25413139,14617116,42688531,76357151,5.8
Wales,UK,51.48,-3.18,11/21/2021,2614264,44361,1505351,1064552,1.7,57.58,40.39,24666674,12498470,39713608,45130213,5.79
Saint Petersburg,Russia,59.93,30.33,3/16/2023,4137002,139793,3683658,313551,3.38,89.04,11.87,5990294,5781453,11835037,12678515,32.63
British Columbia,Canada,49.28,-123.12,4/21/2023,1724313,15862,1213942,494509,0.92,70.4,21.83,16794873,12258329,31067451,14022255,12.3
Nuevo León,Mexico,25.67,-100.31,4/28/2022,335224,8802,284434,41988,2.63,84.85,90.62,25808135,16139307,42931001,39453883,0.85
São Paulo,Brazil,-23.55,-46.63,1/22/2021,672141,24233,488726,159182,3.61,72.71,317.33,24040155,13067981,40467312,55830615,1.2
Nuevo León,Mexico,25.67,-100.31,6/26/2022,2044975,101037,1469070,474868,4.94,71.84,29.98,18745872,10948347,34193161,70626056,2.9
Shanghai,China,31.23,121.47,8/4/2022,975485,18266,534821,422398,1.87,54.83,268.7,28713325,19561563,50682346,11026267,8.85
Catalonia,Spain,41.39,2.17,10/3/2021,3894967,29479,3079056,786432,0.76,79.05,68.74,26777133,21984049,50940029,86932891,4.48
Lombardy,Italy,45.47,9.19,4/4/2023,4972975,112240,2923164,1937571,2.26,58.78,23.52,9555361,7557688,17880029,82501188,6.03
Florida,USA,27.99,-81.76,3/19/2021,3732905,19661,3156645,556599,0.53,84.56,8.83,5906764,3572624,10743997,335155,1113.78
